_DJ_Hussey&CL_White,1
_BB_McCullum&CL_White,6
_DJ_Hussey&AA_Noffke,1
_BB_McCullum&AA_Noffke,2
_BB_McCullum&AA_Noffke,1
_BB_McCullum&Z_Khan,1
_DJ_Hussey&Z_Khan,2
_DJ_Hussey&Z_Khan,1
_BB_McCullum&Z_Khan,6
_BB_McCullum&Z_Khan,2
_BB_McCullum&Z_Khan,2
_BB_McCullum&AA_Noffke,1
_Mohammad_Hafeez&AA_Noffke,1
_BB_McCullum&AA_Noffke,4
_BB_McCullum&AA_Noffke,1
_BB_McCullum&JH_Kallis,6
_BB_McCullum&JH_Kallis,6
_BB_McCullum&JH_Kallis,4
_BB_McCullum&JH_Kallis,1
_Mohammad_Hafeez&JH_Kallis,4
_BB_McCullum&P_Kumar,6
_BB_McCullum&P_Kumar,6
_BB_McCullum&P_Kumar,2
_BB_McCullum&P_Kumar,2
_BB_McCullum&P_Kumar,6
_R_Dravid&AB_Dinda,1
_W_Jaffer&AB_Dinda,1
_W_Jaffer&AB_Dinda,1
_R_Dravid&AB_Dinda,1
_V_Kohli&I_Sharma,4
_V_Kohli&I_Sharma,1
_JH_Kallis&AB_Dinda,1
_W_Jaffer&AB_Dinda,1
_W_Jaffer&AB_Dinda,1
_W_Jaffer&I_Sharma,2
_W_Jaffer&I_Sharma,1
_JH_Kallis&I_Sharma,1
_JH_Kallis&AB_Agarkar,1
_W_Jaffer&AB_Agarkar,1
_JH_Kallis&AB_Agarkar,6
_MV_Boucher&AB_Dinda,1
_CL_White&AB_Dinda,1
_CL_White&AB_Agarkar,1
_MV_Boucher&AB_Agarkar,1
_MV_Boucher&AB_Agarkar,1
_MV_Boucher&AB_Agarkar,4
_CL_White&SC_Ganguly,1
_MV_Boucher&SC_Ganguly,1
_CL_White&SC_Ganguly,1
_MV_Boucher&SC_Ganguly,2
_AA_Noffke&AB_Agarkar,1
_AA_Noffke&AB_Agarkar,1
_AA_Noffke&AB_Agarkar,1
_CL_White&AB_Agarkar,2
_AA_Noffke&SC_Ganguly,1
_P_Kumar&SC_Ganguly,1
_P_Kumar&SC_Ganguly,1
_AA_Noffke&SC_Ganguly,4
_AA_Noffke&SC_Ganguly,1
_AA_Noffke&AB_Agarkar,1
_P_Kumar&AB_Agarkar,4
_AA_Noffke&SC_Ganguly,1
_Z_Khan&SC_Ganguly,1
_P_Kumar&SC_Ganguly,1
_P_Kumar&LR_Shukla,6
_P_Kumar&LR_Shukla,2
_Z_Khan&LR_Shukla,1
_P_Kumar&LR_Shukla,1
_Z_Khan&LR_Shukla,1
_SB_Joshi&SC_Ganguly,1
_P_Kumar&SC_Ganguly,6
_SB_Joshi&I_Sharma,1
_SB_Joshi&I_Sharma,1
_P_Kumar&I_Sharma,1
_SB_Joshi&I_Sharma,1
_SB_Joshi&LR_Shukla,1
_K_Goel&SM_Pollock,1
_IK_Pathan&SM_Pollock,1
_IK_Pathan&A_Nehra,5
_K_Goel&A_Nehra,1
_K_Goel&SM_Pollock,1
_KC_Sangakkara&SM_Pollock,4
_KC_Sangakkara&SM_Pollock,1
_K_Goel&SM_Pollock,1
_K_Goel&A_Nehra,1
_KC_Sangakkara&A_Nehra,4
_KC_Sangakkara&A_Nehra,1
_K_Goel&A_Nehra,4
_KC_Sangakkara&SM_Pollock,4
_KC_Sangakkara&SM_Pollock,1
_KC_Sangakkara&SM_Pollock,4
_KC_Sangakkara&SM_Pollock,4
_KC_Sangakkara&SM_Pollock,2
_KC_Sangakkara&SM_Pollock,3
_KC_Sangakkara&DS_Kulkarni,2
_KC_Sangakkara&DS_Kulkarni,6
_KC_Sangakkara&DS_Kulkarni,4
_KC_Sangakkara&DS_Kulkarni,1
_KC_Sangakkara&DS_Kulkarni,4
_K_Goel&Harbhajan_Singh,1
_KC_Sangakkara&Harbhajan_Singh,4
_KC_Sangakkara&Harbhajan_Singh,1
_K_Goel&Harbhajan_Singh,2
_K_Goel&Harbhajan_Singh,1
_KC_Sangakkara&Harbhajan_Singh,1
_KC_Sangakkara&DJ_Bravo,4
_KC_Sangakkara&DJ_Bravo,1
_K_Goel&DJ_Bravo,6
_Yuvraj_Singh&Harbhajan_Singh,2
_Yuvraj_Singh&Harbhajan_Singh,1
_KC_Sangakkara&Harbhajan_Singh,1
_Yuvraj_Singh&Harbhajan_Singh,1
_Yuvraj_Singh&DJ_Bravo,1
_KC_Sangakkara&DJ_Bravo,2
_KC_Sangakkara&DJ_Bravo,2
_KC_Sangakkara&DJ_Bravo,1
_Yuvraj_Singh&DJ_Bravo,2
_KC_Sangakkara&SM_Pollock,1
_Yuvraj_Singh&SM_Pollock,6
_Yuvraj_Singh&SM_Pollock,4
_Yuvraj_Singh&SM_Pollock,1
_KC_Sangakkara&SM_Pollock,1
_RR_Sarwan&DS_Kulkarni,1
_KC_Sangakkara&DS_Kulkarni,1
_RR_Sarwan&DS_Kulkarni,1
_RR_Sarwan&MA_Khote,1
_KC_Sangakkara&MA_Khote,2
_KC_Sangakkara&MA_Khote,1
_RR_Sarwan&MA_Khote,1
_KC_Sangakkara&MA_Khote,1
_KC_Sangakkara&A_Nehra,1
_RR_Sarwan&A_Nehra,1
_KC_Sangakkara&A_Nehra,1
_RR_Sarwan&A_Nehra,2
_DPMD_Jayawardene&A_Nehra,1
_DPMD_Jayawardene&MA_Khote,1
_KC_Sangakkara&MA_Khote,4
_KC_Sangakkara&MA_Khote,4
_KC_Sangakkara&MA_Khote,1
_DPMD_Jayawardene&MA_Khote,6
_KC_Sangakkara&DJ_Bravo,4
_KC_Sangakkara&DJ_Bravo,1
_DPMD_Jayawardene&DJ_Bravo,2
_DPMD_Jayawardene&DJ_Bravo,1
_DPMD_Jayawardene&Harbhajan_Singh,1
_KC_Sangakkara&Harbhajan_Singh,4
_KC_Sangakkara&Harbhajan_Singh,1
_KC_Sangakkara&DS_Kulkarni,2
_KC_Sangakkara&DS_Kulkarni,1
_KC_Sangakkara&DS_Kulkarni,1
_B_Lee&DS_Kulkarni,1
_KC_Sangakkara&Harbhajan_Singh,2
_B_Lee&Harbhajan_Singh,4
_B_Lee&Harbhajan_Singh,4
_B_Lee&Harbhajan_Singh,2
_B_Lee&DS_Kulkarni,1
_VRV_Singh&DS_Kulkarni,4
_VRV_Singh&DS_Kulkarni,1
_B_Lee&DS_Kulkarni,6
_B_Lee&DS_Kulkarni,1
_L_Ronchi&B_Lee,1
_ST_Jayasuriya&B_Lee,1
_ST_Jayasuriya&IK_Pathan,1
_L_Ronchi&IK_Pathan,6
_L_Ronchi&IK_Pathan,1
_L_Ronchi&IK_Pathan,4
_DJ_Bravo&B_Lee,4
_RV_Uthappa&IK_Pathan,1
_DJ_Bravo&IK_Pathan,1
_DJ_Bravo&IK_Pathan,1
_DJ_Bravo&VRV_Singh,4
_DJ_Bravo&VRV_Singh,4
_DJ_Bravo&VRV_Singh,1
_RV_Uthappa&VRV_Singh,4
_DJ_Bravo&S_Sreesanth,1
_RV_Uthappa&S_Sreesanth,2
_RV_Uthappa&S_Sreesanth,1
_DJ_Bravo&S_Sreesanth,1
_DJ_Bravo&PP_Chawla,1
_RV_Uthappa&PP_Chawla,4
_RV_Uthappa&PP_Chawla,1
_RV_Uthappa&PP_Chawla,1
_RV_Uthappa&S_Sreesanth,6
_RV_Uthappa&S_Sreesanth,1
_DJ_Bravo&S_Sreesanth,4
_DJ_Bravo&S_Sreesanth,1
_RV_Uthappa&S_Sreesanth,2
_DJ_Bravo&S_Sreesanth,1
_SS_Tiwary&PP_Chawla,4
_SM_Pollock&VRV_Singh,1
_SS_Tiwary&VRV_Singh,1
_SS_Tiwary&PP_Chawla,1
_SS_Tiwary&VRV_Singh,4
_SS_Tiwary&VRV_Singh,1
_SM_Pollock&VRV_Singh,4
_SM_Pollock&VRV_Singh,6
_SM_Pollock&VRV_Singh,1
_SS_Tiwary&VRV_Singh,6
_SM_Pollock&PP_Chawla,1
_AM_Nayar&PP_Chawla,1
_SM_Pollock&PP_Chawla,1
_AM_Nayar&PP_Chawla,1
_MA_Khote&IK_Pathan,1
_SM_Pollock&IK_Pathan,1
_MA_Khote&IK_Pathan,1
_SM_Pollock&IK_Pathan,1
_SM_Pollock&B_Lee,1
_MA_Khote&B_Lee,1
_SM_Pollock&B_Lee,1
_SM_Pollock&S_Sreesanth,4
_MA_Khote&B_Lee,1
_MA_Khote&S_Sreesanth,4
_A_Nehra&S_Sreesanth,2
_DS_Kulkarni&S_Sreesanth,1
_DS_Kulkarni&VRV_Singh,1
_DS_Kulkarni&VRV_Singh,1
_A_Nehra&VRV_Singh,1
_M_Vijay&A_Kumble,1
_ML_Hayden&A_Kumble,1
_M_Vijay&A_Kumble,2
_ML_Hayden&R_Vinay_Kumar,4
_ML_Hayden&R_Vinay_Kumar,1
_ML_Hayden&R_Vinay_Kumar,4
_ML_Hayden&R_Vinay_Kumar,4
_ML_Hayden&R_Vinay_Kumar,1
_M_Vijay&R_Vinay_Kumar,1
_ML_Hayden&R_Vinay_Kumar,1
_ML_Hayden&P_Kumar,4
_ML_Hayden&P_Kumar,6
_ML_Hayden&P_Kumar,1
_M_Vijay&P_Kumar,1
_ML_Hayden&P_Kumar,1
_SK_Raina&P_Kumar,1
_ML_Hayden&P_Kumar,1
_SK_Raina&P_Kumar,4
_SK_Raina&P_Kumar,4
_ML_Hayden&JH_Kallis,1
_SK_Raina&JH_Kallis,4
_MS_Dhoni&JH_Kallis,4
_ML_Hayden&A_Kumble,1
_MS_Dhoni&A_Kumble,1
_MS_Dhoni&JH_Kallis,1
_ML_Hayden&JH_Kallis,1
_MS_Dhoni&JH_Kallis,1
_ML_Hayden&JH_Kallis,1
_MS_Dhoni&JH_Kallis,1
_MS_Dhoni&RE_van_der_Merwe,1
_ML_Hayden&RE_van_der_Merwe,1
_MS_Dhoni&RE_van_der_Merwe,2
_MS_Dhoni&RE_van_der_Merwe,1
_ML_Hayden&RE_van_der_Merwe,2
_ML_Hayden&RE_van_der_Merwe,1
_ML_Hayden&JH_Kallis,2
_ML_Hayden&JH_Kallis,1
_MS_Dhoni&JH_Kallis,1
_ML_Hayden&JH_Kallis,1
_ML_Hayden&RE_van_der_Merwe,1
_MS_Dhoni&RE_van_der_Merwe,1
_ML_Hayden&RE_van_der_Merwe,6
_ML_Hayden&RE_van_der_Merwe,1
_MS_Dhoni&RE_van_der_Merwe,2
_MS_Dhoni&RE_van_der_Merwe,1
_MS_Dhoni&R_Vinay_Kumar,1
_ML_Hayden&R_Vinay_Kumar,2
_ML_Hayden&R_Vinay_Kumar,1
_MS_Dhoni&R_Vinay_Kumar,1
_ML_Hayden&R_Vinay_Kumar,4
_JDP_Oram&RE_van_der_Merwe,1
_ML_Hayden&RE_van_der_Merwe,6
_ML_Hayden&RE_van_der_Merwe,1
_JDP_Oram&A_Kumble,1
_JDP_Oram&RE_van_der_Merwe,1
_S_Badrinath&RE_van_der_Merwe,1
_JDP_Oram&RE_van_der_Merwe,1
_JDP_Oram&B_Akhil,1
_S_Badrinath&B_Akhil,1
_JA_Morkel&A_Kumble,2
_JA_Morkel&A_Kumble,1
_JDP_Oram&A_Kumble,1
_JA_Morkel&A_Kumble,1
_JA_Morkel&P_Kumar,1
_JDP_Oram&P_Kumar,1
_JA_Morkel&P_Kumar,4
_SB_Jakati&R_Vinay_Kumar,1
_M_Muralitharan&R_Vinay_Kumar,4
_SB_Jakati&P_Kumar,4
_SB_Jakati&P_Kumar,1
_SB_Jakati&P_Kumar,1
_RV_Uthappa&JA_Morkel,1
_JH_Kallis&JA_Morkel,1
_R_Dravid&JA_Morkel,4
_RV_Uthappa&S_Tyagi,1
_R_Dravid&S_Tyagi,1
_R_Dravid&S_Tyagi,4
_LRPL_Taylor&S_Tyagi,1
_RV_Uthappa&S_Tyagi,4
_LRPL_Taylor&JA_Morkel,1
_LRPL_Taylor&S_Tyagi,4
_LRPL_Taylor&S_Tyagi,4
_LRPL_Taylor&S_Tyagi,2
_LRPL_Taylor&S_Tyagi,1
_LRPL_Taylor&JA_Morkel,1
_LRPL_Taylor&L_Balaji,1
_V_Kohli&L_Balaji,1
_LRPL_Taylor&L_Balaji,1
_LRPL_Taylor&JA_Morkel,2
_LRPL_Taylor&JA_Morkel,1
_V_Kohli&JA_Morkel,1
_LRPL_Taylor&JA_Morkel,1
_LRPL_Taylor&SB_Jakati,1
_V_Kohli&SB_Jakati,1
_LRPL_Taylor&SB_Jakati,1
_V_Kohli&SB_Jakati,4
_V_Kohli&SB_Jakati,1
_V_Kohli&M_Muralitharan,1
_LRPL_Taylor&M_Muralitharan,1
_V_Kohli&M_Muralitharan,4
_LRPL_Taylor&SB_Jakati,2
_LRPL_Taylor&SB_Jakati,1
_V_Kohli&SB_Jakati,1
_LRPL_Taylor&SB_Jakati,1
_LRPL_Taylor&M_Muralitharan,1
_V_Kohli&M_Muralitharan,4
_V_Kohli&M_Muralitharan,1
_V_Kohli&SB_Jakati,1
_LRPL_Taylor&SB_Jakati,1
_V_Kohli&SB_Jakati,1
_V_Kohli&M_Muralitharan,4
_V_Kohli&M_Muralitharan,6
_LRPL_Taylor&SB_Jakati,1
_V_Kohli&SB_Jakati,6
_V_Kohli&SB_Jakati,1
_LRPL_Taylor&SB_Jakati,1
_LRPL_Taylor&L_Balaji,1
_MV_Boucher&L_Balaji,4
_MV_Boucher&L_Balaji,1
_RE_van_der_Merwe&M_Muralitharan,1
_LRPL_Taylor&M_Muralitharan,1
_LRPL_Taylor&L_Balaji,1
_RE_van_der_Merwe&L_Balaji,1
_RE_van_der_Merwe&L_Balaji,1
_LRPL_Taylor&L_Balaji,6
_LRPL_Taylor&L_Balaji,1
_RE_van_der_Merwe&L_Balaji,1
_LRPL_Taylor&JDP_Oram,2
_LRPL_Taylor&JDP_Oram,1
_LRPL_Taylor&JDP_Oram,4
_LRPL_Taylor&JDP_Oram,1
_P_Kumar&JDP_Oram,1
_P_Kumar&L_Balaji,6
_P_Kumar&L_Balaji,1
_LRPL_Taylor&L_Balaji,1
_P_Kumar&L_Balaji,1
_LRPL_Taylor&L_Balaji,1
_P_Kumar&L_Balaji,2
_P_Kumar&JDP_Oram,1
_R_Vinay_Kumar&JDP_Oram,2
_R_Vinay_Kumar&JDP_Oram,4
_RJ_Quiney&DS_Kulkarni,2
_RJ_Quiney&DS_Kulkarni,4
_RJ_Quiney&DS_Kulkarni,1
_RJ_Quiney&SL_Malinga,1
_GC_Smith&SL_Malinga,4
_GC_Smith&SL_Malinga,2
_RJ_Quiney&DS_Kulkarni,1
_GC_Smith&DS_Kulkarni,4
_GC_Smith&DS_Kulkarni,1
_GC_Smith&DJ_Bravo,1
_RJ_Quiney&DJ_Bravo,4
_RJ_Quiney&DJ_Bravo,1
_GC_Smith&DJ_Bravo,1
_GC_Smith&DS_Kulkarni,4
_GC_Smith&DS_Kulkarni,1
_RJ_Quiney&DS_Kulkarni,4
_RJ_Quiney&DS_Kulkarni,3
_RJ_Quiney&JP_Duminy,1
_GC_Smith&JP_Duminy,1
_RJ_Quiney&JP_Duminy,1
_RJ_Quiney&Harbhajan_Singh,1
_RJ_Quiney&Harbhajan_Singh,1
_YK_Pathan&Harbhajan_Singh,1
_YK_Pathan&SL_Malinga,4
_YK_Pathan&SL_Malinga,4
_YK_Pathan&SL_Malinga,2
_RJ_Quiney&Harbhajan_Singh,1
_YK_Pathan&Harbhajan_Singh,1
_RJ_Quiney&Harbhajan_Singh,1
_YK_Pathan&Harbhajan_Singh,4
_RJ_Quiney&C_Nanda,1
_YK_Pathan&C_Nanda,1
_RJ_Quiney&C_Nanda,1
_RA_Jadeja&C_Nanda,1
_RA_Jadeja&JP_Duminy,1
_RJ_Quiney&JP_Duminy,1
_RA_Jadeja&JP_Duminy,1
_RJ_Quiney&JP_Duminy,4
_RA_Jadeja&Harbhajan_Singh,4
_RA_Jadeja&Harbhajan_Singh,1
_RJ_Quiney&Harbhajan_Singh,1
_RA_Jadeja&Harbhajan_Singh,4
_RA_Jadeja&Harbhajan_Singh,1
_RA_Jadeja&JP_Duminy,1
_RJ_Quiney&JP_Duminy,1
_RA_Jadeja&JP_Duminy,1
_RJ_Quiney&JP_Duminy,6
_RA_Jadeja&DJ_Bravo,1
_RJ_Quiney&DJ_Bravo,1
_RA_Jadeja&DJ_Bravo,6
_RA_Jadeja&DJ_Bravo,1
_RJ_Quiney&DJ_Bravo,6
_RJ_Quiney&DJ_Bravo,4
_RA_Jadeja&Harbhajan_Singh,4
_RA_Jadeja&Harbhajan_Singh,4
_RA_Jadeja&Harbhajan_Singh,2
_RA_Jadeja&Harbhajan_Singh,1
_RA_Jadeja&SL_Malinga,1
_RJ_Quiney&SL_Malinga,1
_RA_Jadeja&SL_Malinga,1
_RA_Jadeja&DS_Kulkarni,1
_SD_Chitnis&DS_Kulkarni,1
_RA_Jadeja&DS_Kulkarni,1
_RA_Jadeja&DS_Kulkarni,1
_RA_Jadeja&SL_Malinga,1
_SD_Chitnis&SL_Malinga,1
_SD_Chitnis&SL_Malinga,4
_SD_Chitnis&SL_Malinga,1
_RA_Jadeja&SL_Malinga,1
_RA_Jadeja&DJ_Bravo,1
_RA_Jadeja&DJ_Bravo,1
_RA_Jadeja&DJ_Bravo,1
_RA_Jadeja&DJ_Bravo,1
_NV_Ojha&ST_Jayasuriya,1
_J_Botha&ST_Jayasuriya,1
_J_Botha&ST_Jayasuriya,1
_DJ_Bravo&YK_Pathan,1
_YV_Takawale&YK_Pathan,2
_YV_Takawale&YK_Pathan,4
_YV_Takawale&YK_Pathan,1
_YV_Takawale&MM_Patel,1
_AM_Rahane&SK_Trivedi,1
_YV_Takawale&SK_Trivedi,1
_AM_Rahane&SK_Trivedi,1
_YV_Takawale&SK_Trivedi,1
_YV_Takawale&MM_Patel,2
_YV_Takawale&MM_Patel,4
_AM_Rahane&SK_Warne,1
_YV_Takawale&SK_Warne,1
_AM_Rahane&SK_Warne,1
_YV_Takawale&SK_Warne,1
_SR_Tendulkar&SK_Trivedi,1
_ST_Jayasuriya&SK_Trivedi,2
_SR_Tendulkar&SK_Warne,1
_ST_Jayasuriya&SK_Warne,1
_SR_Tendulkar&SK_Warne,1
_ST_Jayasuriya&SK_Warne,1
_ST_Jayasuriya&SK_Trivedi,2
_SR_Tendulkar&SK_Trivedi,1
_ST_Jayasuriya&SK_Trivedi,1
_SR_Tendulkar&SK_Trivedi,1
_ST_Jayasuriya&SK_Trivedi,2
_ST_Jayasuriya&SK_Trivedi,1
_ST_Jayasuriya&J_Botha,2
_ST_Jayasuriya&J_Botha,1
_SR_Tendulkar&J_Botha,1
_ST_Jayasuriya&J_Botha,5
_ST_Jayasuriya&J_Botha,2
_SR_Tendulkar&YK_Pathan,1
_ST_Jayasuriya&YK_Pathan,1
_SR_Tendulkar&YK_Pathan,1
_ST_Jayasuriya&YK_Pathan,1
_SR_Tendulkar&YK_Pathan,1
_SR_Tendulkar&J_Botha,1
_ST_Jayasuriya&J_Botha,1
_JP_Duminy&SK_Warne,1
_SR_Tendulkar&SK_Warne,4
_SR_Tendulkar&SK_Warne,1
_SR_Tendulkar&SK_Warne,1
_JP_Duminy&SK_Warne,1
_JP_Duminy&YK_Pathan,1
_JP_Duminy&YK_Pathan,1
_SR_Tendulkar&YK_Pathan,1
_JP_Duminy&YK_Pathan,1
_SR_Tendulkar&YK_Pathan,2
_SR_Tendulkar&YK_Pathan,6
_AM_Nayar&SK_Trivedi,2
_AM_Nayar&SK_Trivedi,1
_SR_Tendulkar&SK_Trivedi,1
_SR_Tendulkar&RA_Jadeja,1
_AM_Nayar&RA_Jadeja,2
_SR_Tendulkar&RA_Jadeja,4
_SR_Tendulkar&RA_Jadeja,4
_SR_Tendulkar&RA_Jadeja,4
_SR_Tendulkar&RA_Jadeja,1
_AM_Nayar&RA_Jadeja,2
_SR_Tendulkar&SK_Warne,3
_SR_Tendulkar&SK_Warne,1
_AM_Nayar&SK_Warne,1
_Harbhajan_Singh&SK_Warne,2
_Harbhajan_Singh&SK_Warne,1
_Harbhajan_Singh&SK_Warne,1
_Harbhajan_Singh&J_Botha,1
_AM_Nayar&J_Botha,1
_Harbhajan_Singh&J_Botha,1
_AM_Nayar&J_Botha,4
_AM_Nayar&J_Botha,4
_Harbhajan_Singh&MM_Patel,1
_AM_Nayar&MM_Patel,2
_AM_Nayar&MM_Patel,4
_AM_Nayar&MM_Patel,4
_AM_Nayar&MM_Patel,2
_AM_Nayar&MM_Patel,1
_AM_Nayar&J_Botha,1
_Harbhajan_Singh&J_Botha,1
_AM_Nayar&J_Botha,6
_DS_Kulkarni&J_Botha,1
_DS_Kulkarni&J_Botha,1
_Harbhajan_Singh&MM_Patel,1
_G_Gambhir&B_Lee,1
_V_Sehwag&B_Lee,4
_V_Sehwag&B_Lee,1
_G_Gambhir&B_Lee,1
_G_Gambhir&IK_Pathan,2
_G_Gambhir&IK_Pathan,1
_V_Sehwag&IK_Pathan,1
_G_Gambhir&IK_Pathan,2
_V_Sehwag&B_Lee,1
_V_Sehwag&B_Lee,1
_V_Sehwag&B_Lee,4
_G_Gambhir&IK_Pathan,1
_AB_de_Villiers&IK_Pathan,2
_TM_Dilshan&PP_Chawla,4
_TM_Dilshan&PP_Chawla,1
_TM_Dilshan&S_Sreesanth,4
_TM_Dilshan&S_Sreesanth,1
_TM_Dilshan&S_Sreesanth,1
_AB_de_Villiers&S_Sreesanth,4
_AB_de_Villiers&S_Sreesanth,1
_TM_Dilshan&RR_Powar,1
_AB_de_Villiers&RR_Powar,2
_AB_de_Villiers&RR_Powar,2
_AB_de_Villiers&RR_Powar,1
_TM_Dilshan&RR_Powar,1
_TM_Dilshan&S_Sreesanth,1
_M_Manhas&S_Sreesanth,2
_TM_Dilshan&RR_Powar,1
_M_Manhas&RR_Powar,1
_TM_Dilshan&RR_Powar,1
_KD_Karthik&S_Sreesanth,1
_KD_Karthik&RR_Powar,1
_M_Manhas&RR_Powar,4
_M_Manhas&RR_Powar,2
_M_Manhas&RR_Powar,1
_M_Manhas&RR_Powar,1
_M_Manhas&RR_Powar,1
_M_Manhas&S_Sreesanth,1
_KD_Karthik&S_Sreesanth,2
_KD_Karthik&S_Sreesanth,1
_M_Manhas&S_Sreesanth,1
_M_Manhas&PP_Chawla,2
_M_Manhas&PP_Chawla,1
_KD_Karthik&PP_Chawla,1
_KD_Karthik&Yuvraj_Singh,6
_KD_Karthik&Yuvraj_Singh,1
_M_Manhas&Yuvraj_Singh,1
_KD_Karthik&Yuvraj_Singh,3
_M_Manhas&Yuvraj_Singh,1
_KD_Karthik&Yuvraj_Singh,2
_M_Manhas&PP_Chawla,2
_M_Manhas&PP_Chawla,2
_M_Manhas&PP_Chawla,1
_M_Manhas&PP_Chawla,4
_M_Manhas&PP_Chawla,1
_KD_Karthik&PP_Chawla,2
_M_Manhas&WA_Mota,1
_KD_Karthik&WA_Mota,2
_KD_Karthik&WA_Mota,1
_MF_Maharoof&WA_Mota,2
_MF_Maharoof&WA_Mota,1
_KD_Karthik&IK_Pathan,2
_KD_Karthik&IK_Pathan,2
_KD_Karthik&IK_Pathan,1
_DL_Vettori&IK_Pathan,1
_KD_Karthik&IK_Pathan,1
_KD_Karthik&B_Lee,1
_PJ_Sangwan&B_Lee,1
_KD_Karthik&B_Lee,1
_KD_Karthik&IK_Pathan,1
_PJ_Sangwan&IK_Pathan,1
_PJ_Sangwan&IK_Pathan,2
_PJ_Sangwan&IK_Pathan,1
_A_Nehra&IK_Pathan,1
_S_Sohal&A_Nehra,1
_SM_Katich&A_Nehra,1
_SM_Katich&PJ_Sangwan,4
_SM_Katich&PJ_Sangwan,4
_SM_Katich&PJ_Sangwan,4
_SM_Katich&PJ_Sangwan,6
_S_Sohal&A_Nehra,1
_SM_Katich&A_Nehra,1
_LA_Pomersbach&MF_Maharoof,1
_LA_Pomersbach&MF_Maharoof,2
_S_Sohal&MF_Maharoof,1
_LA_Pomersbach&MF_Maharoof,4
_LA_Pomersbach&MF_Maharoof,1
_LA_Pomersbach&MF_Maharoof,4
_KC_Sangakkara&MF_Maharoof,1
_KC_Sangakkara&MF_Maharoof,1
_KC_Sangakkara&A_Nehra,2
_Yuvraj_Singh&MF_Maharoof,1
_KC_Sangakkara&MF_Maharoof,2
_Yuvraj_Singh&PJ_Sangwan,1
_KC_Sangakkara&PJ_Sangwan,2
_KC_Sangakkara&PJ_Sangwan,4
_Yuvraj_Singh&DL_Vettori,1
_Yuvraj_Singh&R_Bhatia,1
_Yuvraj_Singh&R_Bhatia,1
_KC_Sangakkara&R_Bhatia,4
_KC_Sangakkara&R_Bhatia,4
_Yuvraj_Singh&DL_Vettori,1
_KC_Sangakkara&DL_Vettori,1
_Yuvraj_Singh&DL_Vettori,1
_KC_Sangakkara&DL_Vettori,1
_KC_Sangakkara&TM_Dilshan,1
_Yuvraj_Singh&TM_Dilshan,1
_KC_Sangakkara&TM_Dilshan,4
_KC_Sangakkara&TM_Dilshan,1
_KC_Sangakkara&DL_Vettori,1
_Yuvraj_Singh&DL_Vettori,4
_Yuvraj_Singh&DL_Vettori,1
_Yuvraj_Singh&R_Bhatia,2
_Yuvraj_Singh&R_Bhatia,1
_KC_Sangakkara&R_Bhatia,1
_Yuvraj_Singh&R_Bhatia,1
_KC_Sangakkara&R_Bhatia,4
_Yuvraj_Singh&PJ_Sangwan,2
_KC_Sangakkara&R_Bhatia,1
_IK_Pathan&R_Bhatia,1
_KC_Sangakkara&R_Bhatia,1
